code,name,prereqs
EDUC 2070C,Student Teaching: Science,
EDUC 2080A,Analysis of Teaching: English,
EDUC 2080B,Analysis of Teaching: History and Social Studies,
EDUC 2080C,Analysis of Teaching: Science,
EDUC 0610,Brown v. Board of Education,
EDUC 1020,The History of American Education,
EDUC 1150,"Education, the Economy and School Reform",ECON\xa01110ECON\xa01130ECON\xa01620
EDUC 1520,Ethnic Studies & Education,
EDUC 1540,Creating Schools,
EDUC 1760A,Beauty Pageants as an American Institution,
EDUC 2370,Internship,
EDUC 1060D,Methods of Teaching Mathematics,
EDUC 2060A,Methods of Teaching:  English,
EDUC 2060B,Methods of Teaching: History and Social Studies,
EDUC 2060C,Methods of Teaching: Science,
EDUC 2090,Literacy Across the Curriculum,
EDUC 0410B,Controversies in American Education Policy: A Multidisciplinary Approach,
EDUC 0860,Sports in American Society,
EDUC 1720,Urban Schools in Historical Perspective,
EDUC 1870,Education and Human Development in East Asia,
EDUC 0400,The Campus on Fire:  American Colleges and Universities in the 1960's,
EDUC 1740,Academic Freedom on Trial: A Century of Campus Controversies,
EDUC 1850,Moral Development and Education,EDUC\xa00800CLPS\xa00610CLPS\xa00600
EDUC XLIST,Courses of Interest to Concentrators in Education,
EDUC 2310,Introduction to Educational Research,
EDUC 1690,"Literacy, Community, and the Arts: Theory into Practice",
EDUC 1700,The Asian American Experience in Higher Education,
EDUC 2140,"Methods and Materials of Math, Science, and Technology",
EDUC 2150,Language and Literacy in the Elementary School Classroom,
EDUC 2270,Student Teaching,
EDUC 2280,Seminar: Principles of Learning and Teaching,
EDUC 1035,"Decolonizing African Education: Student Activism and Social Change, 1960-present",
EDUC 1360,"Empire, Childhood, and Youth",
EDUC 1630,Strategic Management for School System Excellence,
EDUC 2120,Practicum and Seminar in Elementary Education,
EDUC 2110,Summer Practicum and Analysis,
EDUC 2300,Structures and Systems in Urban Education,
EDUC 0850,History of Intercollegiate Athletics,
EDUC 0950,Learning About Learning: Classrooms in Context,
EDUC 1200,History of American School Reform,
EDUC 1710,History and Theories of Child Development,
EGYT 0600,"Ancient True Crime: Murder, Conspiracy, and Law in the Ancient World",
EGYT 1320,Introduction to Classical Hieroglyphic Egyptian Writing and Language (Middle Egyptian II),EGYT\xa01310
EGYT 1410,Ancient Egyptian Literature,
EGYT 1485,Medicine and Physicians in Ancient Egypt,
EGYT 1490,Calendars and Chronology in Ancient Egypt and the Ancient World,
EGYT 2300,Readings in Ancient Egyptian,
EGYT 2970,Preliminary Examination Preparation,
EGYT 2990,Thesis Preparation,
EGYT 0550,Black Pharaohs: Nubian Kings and Queens of Ancient Egypt,
EGYT 1310,Introduction to Classical Hieroglyphic Egyptian Writing and Language (Middle Egyptian I),
EGYT 1330,Selections from Middle Egyptian Hieroglyphic Texts,EGYT\xa01310
EGYT 1430,History of Egypt I,
EGYT 1030,Collapse! Ancient Egypt after the Pyramid Age,
EGYT 1420,Ancient Egyptian Religion and Magic,
EGYT 2620,Demotic Texts,
EGYT 0500,The Pyramids in Context: Archaeology of Life and Religion of Death in Old Kingdom Egypt,
EGYT 2410,Late Egyptian,EGYT\xa01310
EGYT 2610,Introduction to Demotic,EGYT\xa02410
EGYT 1100,Ancient Voices: The Literature of Ancient Egypt,
EGYT 1465,Life on the Nile: Ancient Egypt beyond the Pharaohs,
EGYT 2210,Introduction to Coptic,
EGYT 2800,Ancient Egyptian Phonology,
EGYT 1495,The Science and the Medicine of the Ancient Egyptians,
EGYT 2521,Problems in Amarna History,
EGYT XLIST,Courses of Interest to Concentrators in Egyptology and Assyriology,
EGYT 1440,History of Egypt II,EGYT\xa01430
EGYT 1510,Ancient Egyptian Art II,
EGYT 2220,Literature of the Copts,
EGYT 2810,Old Egyptian,EGYT\xa01310
ENGN 0020,Transforming Society-Technology and Choices for the Future,
ENGN 0040,Dynamics and Vibrations,ENGN\xa00030MATH\xa00200MATH\xa00180
ENGN 0061,Undergraduate Teaching Assistant Apprenticeship: Full Credit,
ENGN 0062,Undergraduate Teaching Assistant Apprenticeship: Half Credit,
ENGN 0120A,Crossing the Consumer Chasm by Design,
ENGN 0120B,Crossing the Space Chasm Through Engineering Design,
ENGN 0150,Principles of Chemical and Molecular Engineering,
ENGN 0260,Mechanical Technology,
ENGN 0500,Digital Computing Systems,
ENGN 0520,Electrical Circuits and Signals,MATH\xa00180MATH\xa00200ENGN\xa00520
ENGN 0720,Thermodynamics,ENGN\xa00030ENGN\xa00040ENGN\xa00410CHEM\xa00330MATH\xa00180MATH\xa00200
ENGN 0900,Managerial Decision Making,ENGN\xa00090MATH\xa00100
ENGN 0930A,Appropriate Technology,
ENGN 0930C,DesignStudio,
ENGN 0931L,Biomedical Engineering Design and Innovation II,ENGN\xa01931
ENGN 1001,Projects in Engineering Design II,ENGN\xa01000ENGN\xa01001ENGN\xa01000ENGN\xa01001
ENGN 1010,The Entrepreneurial Process,
ENGN 1110,Transport and Biotransport Processes,
ENGN 1140,Chemical Process Design,ENGN\xa01110
ENGN 1150,Environmental Engineering Design,ENGN\xa00490ENGN\xa00720ENGN\xa00810
ENGN 1210,Biomechanics,
ENGN 1220,Neuroengineering,NEUR\xa00010ENGN\xa00510
ENGN 1300,Structural Analysis,ENGN\xa00310
ENGN 1340,Water Supply and Treatment Systems - Technology and Sustainability,CHEM\xa00330ENGN\xa00040ENGN\xa00810
ENGN 1370,Advanced Engineering Mechanics,ENGN\xa00040APMA\xa00340
ENGN 1420,Kinetics Processes in Materials Science and Engineering,ENGN\xa00410
ENGN 1440,Mechanical Properties of Materials,ENGN\xa00410
ENGN 1480,Metallic Materials,ENGN\xa00410ENGN\xa01410
ENGN 1510,Nanoengineering and Nanomedicine,
ENGN 1520,Cardiovascular Engineering,
ENGN 1560,Optics,
ENGN 1580,Communication Systems,ENGN\xa00520ENGN\xa01570APMA\xa01650MATH\xa01610MATH\xa00520ENGN\xa00510
ENGN 1590,Introduction to Semiconductors and Semiconductor Electronics,ENGN\xa00410
ENGN 1620,Analysis and Design of Electronic Circuits,ENGN\xa00510
ENGN 1640,Design of Computing Systems,ENGN\xa01630
ENGN 1710,Heat and Mass Transfer,ENGN\xa00810
ENGN 1735,Vibration of Mechanical Systems,
ENGN 1740,Computer Aided Visualization and Design,ENGN\xa00310
ENGN 1760,Design of Space Systems,
ENGN 1840,Numerical Methods in Engineering,CSCI\xa00040APMA\xa00330APMA\xa00340
ENGN 1860,Advanced Fluid Mechanics,ENGN\xa00810
ENGN 1930U,Renewable Energy Technologies,
ENGN 1931H,Capital Formation & Financing Growth,
ENGN 1931L,Biomedical Engineering Design and Innovation II,ENGN\xa00931
ENGN 1931Q,Entrepreneurial Management in Adversity,
ENGN 1931S,Medical Physics,
ENGN 1931T,"Entrepreneurship Practicum: Starting, Running, and Scaling Ventures",
ENGN 1931W,Selling & Sales Leadership in the Entrepreneurial Environment,
ENGN 1931Y,Control Systems Engineering,
ENGN 2000,Effective Leadership: Theory and Practice,
ENGN 2020,Mathematical Methods in Engineering and Physics II,
ENGN 2060,Technology Leadership in a Changing Environment,
ENGN 2090,Tech Entrepreneurship,
ENGN 2095,Psychological Perspectives on Strategic Decision Making,
ENGN 2125,Engineering Management + Decision Making,
ENGN 2160,Technology Entrepreneurship and Commercialization II,ENGN\xa02160ENGN\xa02150
ENGN 2172,Integrate and Implement,
ENGN 2173,Design Engineering Communication,
ENGN 2180,Globalization Immersion Experience and Entrepreneurship Laboratory,
ENGN 2220,Mechanics of Solids,
ENGN 2290,Plasticity,
ENGN 2400,Electron Microscopy in Materials Science,
ENGN 2420,Kinetic Processes and Mechanisms in Materials Science,ENGN\xa01410
ENGN 2520,Pattern Recognition and Machine Learning,
ENGN 2610,Physics of Solid State Devices,ENGN\xa01590
ENGN 2620,Solid State Quantum and Optoelectronics,ENGN\xa02600
ENGN 2735,Vibration of Mechanical Systems,
ENGN 2800,Critical Challenge Project,
ENGN 2820,Fluid Mechanics II,
ENGN 2910G,Topics in Translational Research and Technologies,
ENGN 2911P,Fate and Transport of Environmental Contaminants,
ENGN 2912T,Experimental Fluid Mechanics,
ENGN 2920F,Sensors and Actuators for Real Systems,
ENGN 2930,Atomistic Modeling of Materials,
ENGN 2970,Preliminary Examination Preparation,
ENGN 2990,Thesis Preparation,
ENGN 0030,Introduction to Engineering,ENGN\xa00030MATH\xa00100
ENGN 0032,Introduction to Engineering: Design,ENGN\xa00032
ENGN 0090,Management of Industrial and Nonprofit Organizations,
ENGN 0130,The Engineer's Burden: Why Changing the World is Difficult,
ENGN 0310,Mechanics of Solids and Structures,ENGN\xa00030
ENGN 0410,Materials Science,
ENGN 0490,Fundamentals of Environmental Engineering,
ENGN 0510,Electricity and Magnetism,ENGN\xa00030PHYS\xa00070ENGN\xa00040PHYS\xa00160MATH\xa00180APMA\xa00330
ENGN 0810,Fluid Mechanics,MATH\xa00180ENGN\xa00040PHYS\xa00050PHYS\xa00070APMA\xa00330APMA\xa00350
ENGN 0930L,Biomedical Engineering Design and Innovation,
ENGN 1000,Projects in Engineering Design I,ENGN\xa01000ENGN\xa01001ENGN\xa01000ENGN\xa01001
ENGN 1130,Chemical Engineering Thermodynamics,ENGN\xa00720
ENGN 1230,Instrumentation Design,
ENGN 1342,Groundwater Flow and Transport,
ENGN 1410,Physical Chemistry of Solids,ENGN\xa00410
ENGN 1490,Biomaterials,
ENGN 1550,Recent Advances in Biomedical Engineering,CHEM\xa00330MATH\xa00100
ENGN 1570,Linear System Analysis,ENGN\xa00520
ENGN 1630,Digital Electronics Systems Design,
ENGN 1650,Embedded Microprocessor Design,ENGN\xa01630
ENGN 1690,Photonics Devices and Sensors,ENGN\xa00510
ENGN 1700,Fluid Mechanics of Aerospace and Energy Systems,ENGN\xa00720ENGN\xa00810
ENGN 1750,Advanced Mechanics of Solids,ENGN\xa00310APMA\xa00330
ENGN 1930L,Biomedical Engineering Design and Innovation,ENGN\xa00930
ENGN 1930M,Industrial Design,
ENGN 1931D,Design of Mechanical Assemblies,ENGN\xa00310
ENGN 1931J,Social Impact of Emerging Technologies – The Role of Scientists and Engineers,
ENGN 1931P,Energy and the Environment,
ENGN 1931R,The Chemistry of Environmental Pollution,MATH\xa00100CHEM\xa00100
ENGN 1931U,The Robots Are Coming! The Robots Are Coming!,
ENGN 2010,Mathematical Methods in Engineering and Physics I,
ENGN 2070,Unlocking Value Globally,
ENGN 2140,Innovation and Technology Management II,
ENGN 2150,Technology Entrepreneurship and Commercialization I,ENGN\xa02150ENGN\xa02160
ENGN 2171,Iterating with Intention,
ENGN 2210,Continuum Mechanics,
ENGN 2320,Experimental Mechanics,
ENGN 2410,Thermodynamics of Materials,
ENGN 2490A,Crystal Structures and Crystallography,
ENGN 2530,Digital Signal Processing,
ENGN 2625,Optical Microscopy: Fundamentals and Applications,
ENGN 2700,Big Data and Machine Learning for Digital Enterprises,
ENGN 2750,Chemical Kinetics and Reactor Engineering,
ENGN 2810,Fluid Mechanics I,
ENGN 2910S,Cancer Nanotechnology,ENGN\xa01110ENGN\xa01210ENGN\xa01490
ENGN 2911R,Analytical Modeling for Biomechanical and Biomedical Systems,APMA\xa00330
ENGN 2911T,Ultrafast Optical Phenomena,
ENGN 2911V,"Advanced Topics in Computational Mechanics: Isogeometric Analysis, Meshfree Methods, and FSI",
ENGN 2912B,Scientific Programming in C++,
ENGN 2912J,Asymptotic and Perturbation Methods,ENGN\xa02010
ENGN 2912L,Topics in Bioelectronics,
ENGN 2920G,Creating Economic and Social Value from Your Science or Engineering Research,
ENGN 2920H,Materials and Interfaces for Energy Storage Devices,
ENGN 2110,Business Engineering Fundamentals I,
ENGN 2120,Business Engineering Fundamentals II,
ENGN 2170,Engineering Design: Measure and Make,
ENGN 0031,Honors Introduction to Engineering,ENGN\xa00031ENGN\xa00031CSCI\xa00111MATH\xa00180
ENGN 1450,Properties and Processing of Electronic Materials,
ENGN 1610,Image Understanding,ENGN\xa01570
ENGN 1930B,Biomedical Optics,ENGN\xa00510
ENGN 1931I,Design of Robotic Systems,ENGN\xa00040ENGN\xa00520ENGN\xa01230ENGN\xa01630
ENGN 1931V,C2S Neurotech: From Concept to Startup- Translating Neurotechnology (NEUR 1930J),NEUR\xa01930
ENGN 1932D,Qualitative Market Research for Entrepreneurs and Business Innovators,
ENGN 2380,Fracture Mechanics,
ENGN 2470,Advanced Statistical Mechanics,
ENGN 2500,Medical Image Analysis,
ENGN 2502,3D Photography,
ENGN 2910Q,Chemically Reacting Flow,
ENGN 2912R,Implantable Devices,
ENGN 2920A,Complex Fluids: Non Newtonian Fluid Mechanics,ENGN\xa02010
ENGN 1120,Reaction Kinetics and Reactor Design,ENGN\xa00720
ENGN 1600,Design and Implementation of Digital Integrated Circuits,
ENGN 2340,Computational Methods in Structural Mechanics,
ENGN 2370B,Topics in Solid and Structural Mechanics,
ENGN 2430,Deformation Behavior of Materials,
ENGN 2560,Computer Vision,
ENGN 2770,Atomistic Reaction Engineering,
ENGN 2912K,Mixed-Signal Electronic Design,ENGN\xa01620
ENGN 2952J,Topics in Computing with Emerging Technologies (CSCI 2952J),
ENGN 1470,Structure & Properties of Nonmetallic Materials,ENGN\xa00410
ENGN 1931M,Industrial Machine Vision,
ENGN 1932C,C2S Neurotech: From Concept to Startup- Translating Neurotechnology (NEUR 1930J),NEUR\xa01930
ENGN 2660,Physics and Technology of Semiconductor Heterostructures,PHYS\xa01410ENGN\xa01590
ENGN 2912Q,Coherence of Light in Nanooptics and Plasmonics,
ENGN 2912W,Two Phase Flows,ENGN\xa01860ENGN\xa02810
ENGN 0110,Lean LaunchPad,
ENGN 0860,Boat Building Design & Culture,
ENGN 1475,Soft Materials,
ENGN 1932B,Engineering Practice,
ENGN 2130,Innovation and Technology Management,
ENGN 2911Q,Advanced Digital Design,
ENGN 1855,Design Principles and Process,
ENGN 1931A,Photovoltaics Engineering,ENGN\xa00510PHYS\xa00470
ENGN 1931F,Introduction to Power Engineering,ENGN\xa00510
ENGN 2501,Digital Geometry Processing,
ENGN 2540,Audio and Speech Processing,
ENGN 2912F,Soft Matter,
ENGN 2912S,Topics in Image Analysis,
ENGN 1930T,Aircraft Design,
ENGN 1950,Advanced Engineering Optimization,
ENGN 2240,Linear Elasticity,
ENGN 2912H,Interfacial Phenomena,ENGN\xa02010
ENGN 2912M,Introduction to Quantum Computing and Physical Basics of Computing,
ENGN 2912N,Isogeometric Methods in Computational Mechanics,
ENGN 0931,Internet of Everything,
ENGN 1720,Design of Thermal Engines,ENGN\xa00720
ENGN 1931N,Building Entrepreneurial Ecosystems for Economic Inclusion,
ENGN 1931Z,"Interfaces, Information and Automation",CSCI\xa00040
ENGN 2260,Stress Waves in Solids,
ENGN 2760,Heat and Mass Transfer,
ENGN 2911N,Vibration of Mechanical Systems,
ENGN 2920E,Theory of Heterogeneous Materials,
ENGN 2991,Characterizing Nanomaterial Structure,
ENGN 1380,Design of Civil Engineering Structures,ENGN\xa01300
ENGN 2510,Nanoengineering and Nanomedicine,
ENGN 2912E,Low Power VLSI System Design,
ENGN 2921,Swimming and Flying: The Mechanics of Animal Locomotion,
ENGN 1680,Design and Fabrication of Semiconductor Devices,ENGN\xa01590
ENGN 1931K,Cell-Material Interactions in Tissue Engineering,
ENGN 2912Z,Application of Machine Learning to Experimental Science,
ENGN 2920D,Environmental Technologies and Human Health,
ENGN 1931X,Instrumentation for Research: A Biomaterials/Materials Project Laboratory,
ENGL 0100A,How To Read A Poem,
ENGL 0100D,Matters of Romance,ENGL\xa00100
ENGL 0100V,Inventing Asian American Literature,ENGL\xa00100
ENGL 0150S,The Roaring Twenties,
ENGL 0150X,The Claims of Fiction,
ENGL 0200A,Risk/Rupture/Remains: Contemporary Queer Media and Poetics,
ENGL 0200D,Literature and the Social Contract,
ENGL 0200E,"Giving way: Poetry, Performance, Film",
ENGL 0200F,"Wild and Unruly: Black Women’s Belonging, Place, and Self in Storytelling",
ENGL 0200W,Comedy and Cruelty,
ENGL 0200Y,Show Me the Money: Advertising and Capitalism in American Literature,
ENGL 0310H,New and Imagined Worlds in the English Renaissance,
ENGL 0700R,Modernist Cities,
ENGL 0700U,Modernism and Race,
ENGL 0710Q,American Literature in the Era of Segregation,
ENGL 0711D,Literature and Social Mobility,
ENGL 0900,Critical Reading and Writing I: The Academic Essay,
ENGL 0930,Introduction to Creative Nonfiction: Writing the World,
ENGL 1030F,The Artist in the Archives,
ENGL 1050A,Narrative,
ENGL 1050B,True Stories,
ENGL 1050E,Sportswriting,
ENGL 1050F,Line Work: Experiments in Short-Form Writing,
ENGL 1050H,Journalistic Writing,
ENGL 1050Q,Writing the Family,
ENGL 1140A,Intellectual Pleasures: Reading/Writing the Literary Text,ENGL\xa00930
ENGL 1140E,Writing for Activists,ENGL\xa00930
ENGL 1160F,Reporting Crime and Justice,
ENGL 1180M,Special Delivery: Letters and Diaries,
ENGL 1180X,"Anne Carson, Maggie Nelson, Claudia Rankine",ENGL\xa00930
ENGL 1190C,Advanced Creative Nonfiction: Biography,ENGL\xa00930
