code,subject,terms,name,prereqs,postreqs,info
ENGL 2940,ENGL,"['202020', '201810', '201710']",Scholarly Writing for Journal Publication,,[],"['Writing and professionalization workshop intended for graduate students in literary studies. Topics covered include selection of journal; framing, structuring and composition of the article; the logistics of peer review; sharing and workshopping drafts; working with academic mentors and advisors. Every passing student will have a publishable article under consideration by the end of the semester. Enrollment limited to 12 English Ph.D. students. Instructor permission required. S/NC.']"
ENGL 0101A,ENGL,['202010'],Independence and Modern Literature,ENGL\xa00101,[],"['Words like ""freedom"" and ""independence"" are central to modern global history. This course introduces students to modernist and postcolonial poetry and fiction, exploring individual and collective self-determination. We address questions of aesthetic autonomy and form, and collective aspirations along disparate lines of nation, race, gender, and sexuality. Readings from Achebe, Bulawayo, Conrad, Eliot, Hurston, Joyce, Kincaid, Lamming, Walcott, and Woolf. Students should register for ENGL\xa00101A S01 and may be assigned to conference sections by the instructor during the first week of class.']"
ENGL 0150C,ENGL,"['202010', '201910', '201810', '201710']",The Medieval King Arthur,,[],"[""Where did stories of King Arthur come from and how did they develop in the Middle Ages? We will read the earliest narratives of King Arthur and his companions, in histories and romances from Celtic, Anglo- Norman, and Middle English sources, to examine Arthur's varying personas of warrior, king, lover, thief. Enrollment limited to 19 first-year students.""]"
ENGL 0150F,ENGL,"['202010', '201810']",Hawthorne and James,,[],"['An introduction to a pair of writers whose work continues to shape our understanding of American literature and American identity. Focusing on much of their most important work, our aim will be to understand how their conceptions of the relationship between writing and history both complicate and complement each other. Limited to 19 first-year students.']"
ENGL 0511K,ENGL,['202010'],Terrible Births: the Novel out of Romanticism,,[],[]
ENGL 0511L,ENGL,['202010'],Stories of the Future Past,,[],"[""What does the future hold? What might tales of the past tell us about what’s to come? Readings will transport us into the past, future, or both to explore, challenge, or re-enforce many cultural norms. Possible readings: Butler, Kindred, Erdrich, Future Home of the Living God, Dick, Do Androids Dream of Electric Sheep?, St. Mandel, Station Eleven, Shelley, Frankenstein. This course is offered fully online. Students do not need to be on Brown's campus to participate in this course. Learn what it is like to take an online course at Brown and view technical requirements at: http://brown.edu/go/whatisonlinelike.""]"
ENGL 0710X,ENGL,"['202010', '201910']",Black Poetics,,[],"['This course is interested in poetic thinking: how a poem inclines toward a certain kind of knowing; how a poem’s imagining invites philosophical considerations (as in, what is being, and how to be); how a poem’s language and its formal qualities sustain such thinking. We are interested, also, in how poetic thinking reckons (with) blackness.']"
ENGL 0711A,ENGL,['202010'],Americans in Paris,,[],"['For many American artists, particularly in the years following the first world war, Paris promised artistic freedom; for others, particularly in the years following the second world war, it promised something closer to actual freedom. This class explores the relationship between these two conceptions of liberty, ranging widely over fiction, poetry, autobiography, essays, dance, music, painting, and photography.']"
ENGL 1030C,ENGL,"['202010', '201920', '201820', '201720']",Writing Science,,[],"['This course explores how science, as an academic way of thinking and a method, affects our critical thinking and expression of culture. Readings examine the various dialects of scientific discourse. Students write three major research essays on self-selected scientific topics from both within and outside their fields of study. Enrollment limited to 17. Writing sample may be required. Banner registrations after classes begin require instructor approval. S/NC.']"
ENGL 1160N,ENGL,['202010'],Investigative Reporting: The Opioid Crisis in Rhode Island,ENGL\xa01160,[],"['This advanced reporting class will bring journalism students together with computer science concentrators who together will spend the semester investigating and writing about the opioid epidemic in Rhode Island, a public health crisis that has taken thousands of lives. We will produce a series of eye-opening stories -- to be published in a newspaper of general circulation -- based on data sifting, documents and in-depth interviews. Prerequisite ENGL\xa01160F. Not open to first-year students. Enrollment limited to 12. Instructor permission required.']"
ENGL 1180B,ENGL,"['202010', '201920', '201720', '201620']",Digital Nonfiction,ENGL\xa00930,[],"['In this class, we will join the host of other artists, activists, and writers that have used Twitter bots, iPhone apps, virtual reality experiences, and more to tell compelling stories. No previous digital writing experience is necessary, however, as an advanced creative nonfiction class, Digital Nonfiction requires students to have completed ENGL\xa00930 or any 1000-level nonfiction writing course. Enrollment is limited to 17. Instructor permission required. S/NC.']"
ENGL 1180E,ENGL,['202010'],Lifewriting,,[],"[""Features theoretical and practical study of lifewriting's various forms--memoir, diary, essay, and autobiography-- and the crafting of personal narrative. Students read books, view films, and keep an electronic diary and paper notebook. Requirements include a personal critical essay and autobiography.\nWriting sample required. Prerequisite: ENGL 0130, 0160, 0180, 1140, 1160, 1180, or 1190. Class list will be reduced to 17 after writing samples are reviewed during the first week of classes. Preference will be given to English concentrators. Banner registrations after classes begin require instructor approval. S/NC.""]"
